116.395645,39.929986
117.210813,39.14393
114.522082,38.048958
112.550864,37.890277
111.660351,40.828319
123.432791,41.808645
125.3222,43.816
126.657717,45.773225
121.4788,31.2303
118.778074,32.057236
120.219375,30.259244
117.282699,31.866942
119.330221,26.047125
115.893528,28.689578
117.024967,36.682785
113.649644,34.75661
114.3162,30.581084
112.979353,28.213478
113.30765,23.120049
108.297234,22.806493
110.330802,20.022071
106.55,29.5647
104.0648,30.57
106.709177,26.629907
102.714601,24.882
91.111891,29.662557
108.939,34.342
103.823305,36.064226
101.767921,36.640739
106.206479,38.502621
87.564988,43.84038
